latitude,longitude,soil_moisture_01,surface_temperature_01,soil_moisture_02,surface_temperature_02,soil_moisture_03,surface_temperature_03,soil_moisture_04,surface_temperature_04,soil_moisture_05,surface_temperature_05,soil_moisture_06,surface_temperature_06,soil_moisture_07,surface_temperature_07,soil_moisture_08,surface_temperature_08,soil_moisture_09,surface_temperature_09,soil_moisture_10,surface_temperature_10,soil_moisture_11,surface_temperature_11,soil_moisture_12,surface_temperature_12
-48.15719,-58.81743,0,15.076989746093773,,,,,,,,,,,,,,,,,,,,,,
9.504226,-83.46473,0.34804758,17.749108886718773,,,,,,,,,,,,,,,,,,,,,,
-12.379867,-22.966805,0,31.803277587890648,,,,,,,,,,,,,,,,,,,,,,
4.6653304,-84.21162,0,35.58535156250002,,,,,,,,,,,,,,,,,,,,,,
-53.012913,-31.556017,0,6.206018066406273,,,,,,,,,,,,,,,,,,,,,,
-42.185303,-22.966805,0,18.183953857421898,,,,,,,,,,,,,,,,,,,,,,
4.9487443,-36.037346,0,33.0609069824219,,,,,,,,,,,,,,,,,,,,,,
-48.15719,-30.435684,0,12.109979248046898,,,,,,,,,,,,,,,,,,,,,,
-24.596556,-21.099585,0,32.32857666015627,,,,,,,,,,,,,,,,,,,,,,
-12.091032,-68.52697,0.2960906,25.423303222656273,,,,,,,,,,,,,,,,,,,,,,
-32.956165,-51.34855,0,29.126824951171898,,,,,,,,,,,,,,,,,,,,,,
-46.502296,-54.709545,0,19.730859375000023,,,,,,,,,,,,,,,,,,,,,,
-2.1187947,-66.65975,0.5140812,25.491479492187523,,,,,,,,,,,,,,,,,,,,,,
-38.14157,-53.962654,0,22.322534179687523,,,,,,,,,,,,,,,,,,,,,,
-23.978218,-67.78008,0.05740294,11.961328125000023,,,,,,,,,,,,,,,,,,,,,,
-17.344746,-70.39419,0.062247477,19.026391601562523,,,,,,,,,,,,,,,,,,,,,,
-30.966091,-52.095436,0.30629236,28.122857666015648,,,,,,,,,,,,,,,,,,,,,,
-23.36277,-70.39419,0.09236827,29.268792724609398,,,,,,,,,,,,,,,,,,,,,,
-29.661814,-46.867218,0,30.993951416015648,,,,,,,,,,,,,,,,,,,,,,
-49.433758,-24.087137,0,10.472070312500023,,,,,,,,,,,,,,,,,,,,,,
-52.549908,-27.448133,0,7.513940429687523,,,,,,,,,,,,,,,,,,,,,,
2.4014523,-59.564316,0.15190834,34.12883911132815,,,,,,,,,,,,,,,,,,,,,,
-45.693314,-31.182573,0,15.432733154296898,,,,,,,,,,,,,,,,,,,,,,
2.966945,-59.564316,0.11452675,32.81514892578127,,,,,,,,,,,,,,,,,,,,,,
-52.549908,-62.925312,0,13.915368652343773,,,,,,,,,,,,,,,,,,,,,,
-17.344746,-65.16598,0.3417085,18.677728271484398,,,,,,,,,,,,,,,,,,,,,,
-37.07728,-67.78008,0.07502827,29.190667724609398,,,,,,,,,,,,,,,,,,,,,,
-34.30753,-44.626556,0,26.972131347656273,,,,,,,,,,,,,,,,,,,,,,
-0.4236687,-61.804977,0.50717884,27.229089355468773,,,,,,,,,,,,,,,,,,,,,,
-49.433758,-78.609955,0,15.710748291015648,,,,,,,,,,,,,,,,,,,,,,
0.7061257,-65.16598,0.36376113,26.791070556640648,,,,,,,,,,,,,,,,,,,,,,
-26.470053,-40.892117,0,31.656610107421898,,,,,,,,,,,,,,,,,,,,,,
-45.293133,-47.987553,0,19.565789794921898,,,,,,,,,,,,,,,,,,,,,,
-0.9885993,-69.6473,0.51698124,25.194024658203148,,,,,,,,,,,,,,,,,,,,,,
-44.108894,-25.207468,0,15.521813964843773,,,,,,,,,,,,,,,,,,,,,,
-13.828882,-69.27386,0.23683612,19.211816406250023,,,,,,,,,,,,,,,,,,,,,,
-9.790613,-68.15353,0.28034213,29.889855957031273,,,,,,,,,,,,,,,,,,,,,,
-5.799723,-62.178425,0.25769937,25.915185546875023,,,,,,,,,,,,,,,,,,,,,,
8.360933,-39.024895,0,31.897271728515648,,,,,,,,,,,,,,,,,,,,,,
-46.09634,-46.493774,0,18.650048828125023,,,,,,,,,,,,,,,,,,,,,,
-6.9363413,-65.53942,0.34707898,26.564904785156273,,,,,,,,,,,,,,,,,,,,,,
7.790537,-60.684647,0.34868082,25.450585937500023,,,,,,,,,,,,,,,,,,,,,,
-35.680595,-71.141075,0.15591176,18.041040039062523,,,,,,,,,,,,,,,,,,,,,,
-46.502296,-30.435684,0,13.246240234375023,,,,,,,,,,,,,,,,,,,,,,
-15.579478,-42.759335,0.16146511,31.768365478515648,,,,,,,,,,,,,,,,,,,,,,
-8.646433,-65.16598,0.342948,25.857202148437523,,,,,,,,,,,,,,,,,,,,,,
-40.6871,-21.473028,0,19.591455078125023,,,,,,,,,,,,,,,,,,,,,,
-32.28808,-77.86307,0,26.112115478515648,,,,,,,,,,,,,,,,,,,,,,
-22.140102,-65.912865,0.07124455,18.581262207031273,,,,,,,,,,,,,,,,,,,,,,
-27.101122,-23.340248,0,31.480218505859398,,,,,,,,,,,,,,,,,,,,,,
-15.872617,-40.518673,0.063128866,30.189111328125023,,,,,,,,,,,,,,,,,,,,,,
-29.33835,-50.228214,0.568635,21.472100830078148,,,,,,,,,,,,,,,,,,,,,,
8.075637,-65.912865,0.13253808,34.93132934570315,,,,,,,,,,,,,,,,,,,,,,
-1.8361874,-61.431534,0.50453484,27.511987304687523,,,,,,,,,,,,,,,,,,,,,,
-25.842354,-23.713694,0,31.938989257812523,,,,,,,,,,,,,,,,,,,,,,
-10.938648,-64.41909,0.1586837,25.191522216796898,,,,,,,,,,,,,,,,,,,,,,
-15.286747,-44.253113,0.15925068,31.645989990234398,,,,,,,,,,,,,,,,,,,,,,
-45.293133,-28.19502,0,13.976312255859398,,,,,,,,,,,,,,,,,,,,,,
-49.86661,-24.46058,0,10.183038330078148,,,,,,,,,,,,,,,,,,,,,,
7.5056257,-60.311203,0.41544142,25.704797363281273,,,,,,,,,,,,,,,,,,,,,,
-53.954033,-47.61411,0,9.544030761718773,,,,,,,,,,,,,,,,,,,,,,
-37.07728,-22.219917,0,22.418023681640648,,,,,,,,,,,,,,,,,,,,,,
-50.74406,-60.684647,0,15.874963378906273,,,,,,,,,,,,,,,,,,,,,,
-20.927721,-21.846474,0,32.08599243164065,,,,,,,,,,,,,,,,,,,,,,
-18.530754,-73.75519,0,28.259576416015648,,,,,,,,,,,,,,,,,,,,,,
-46.911266,-74.87552,0,17.678857421875023,,,,,,,,,,,,,,,,,,,,,,
-29.661814,-72.26141,0,23.716058349609398,,,,,,,,,,,,,,,,,,,,,,
2.4014523,-64.792534,0.31115562,24.094293212890648,,,,,,,,,,,,,,,,,,,,,,
1.2710963,-41.26556,0,33.8660827636719,,,,,,,,,,,,,,,,,,,,,,
-44.108894,-78.23651,0,19.433679199218773,,,,,,,,,,,,,,,,,,,,,,
0.9885993,-62.178425,0.23546734,27.366387939453148,,,,,,,,,,,,,,,,,,,,,,
-37.07728,-77.489624,0,24.673181152343773,,,,,,,,,,,,,,,,,,,,,,
-39.950367,-49.85477,0,26.078332519531273,,,,,,,,,,,,,,,,,,,,,,
-17.049429,-65.912865,0.31228024,13.572595214843773,,,,,,,,,,,,,,,,,,,,,,
-44.89572,-25.954357,0,15.342858886718773,,,,,,,,,,,,,,,,,,,,,,
-32.956165,-43.506226,0,27.671228027343773,,,,,,,,,,,,,,,,,,,,,,
5.799723,-38.65145,0,32.89687500000002,,,,,,,,,,,,,,,,,,,,,,
-33.29207,-70.020744,0.053907186,5.463494873046898,,,,,,,,,,,,,,,,,,,,,,
-17.344746,-21.099585,0,31.027978515625023,,,,,,,,,,,,,,,,,,,,,,
-47.738617,-76.36929,0,17.723748779296898,,,,,,,,,,,,,,,,,,,,,,
-45.293133,-21.099585,0,13.949212646484398,,,,,,,,,,,,,,,,,,,,,,
-24.596556,-71.51453,0,26.160089111328148,,,,,,,,,,,,,,,,,,,,,,
-10.651252,-21.473028,0,31.546228027343773,,,,,,,,,,,,,,,,,,,,,,
0.4236687,-60.311203,0.35442114,26.756860351562523,,,,,,,,,,,,,,,,,,,,,,
8.075637,-62.925312,0.43675506,31.600244140625023,,,,,,,,,,,,,,,,,,,,,,
-46.911266,-78.983406,0,17.036767578125023,,,,,,,,,,,,,,,,,,,,,,
-8.360933,-67.40664,0.39673036,25.658166503906273,,,,,,,,,,,,,,,,,,,,,,
-13.828882,-66.65975,0.24153447,33.43172607421877,,,,,,,,,,,,,,,,,,,,,,
2.966945,-67.033195,0.33583617,25.471887207031273,,,,,,,,,,,,,,,,,,,,,,
-3.2497935,-67.033195,0.51676285,25.607446289062523,,,,,,,,,,,,,,,,,,,,,,
-51.63809,-24.087137,0,8.803002929687523,,,,,,,,,,,,,,,,,,,,,,
1.2710963,-65.53942,0.3843107,23.324792480468773,,,,,,,,,,,,,,,,,,,,,,
-4.9487443,-40.892117,0.087714225,33.81548461914065,,,,,,,,,,,,,,,,,,,,,,
-6.9363413,-45.746887,0.2089923,32.21694335937502,,,,,,,,,,,,,,,,,,,,,,
-41.058483,-71.88797,0.31885406,10.513482666015648,,,,,,,,,,,,,,,,,,,,,,
-48.15719,-81.970955,0,15.593133544921898,,,,,,,,,,,,,,,,,,,,,,
-36.375854,-74.12863,0,22.450189208984398,,,,,,,,,,,,,,,,,,,,,,
-47.738617,-84.21162,0,15.382592773437523,,,,,,,,,,,,,,,,,,,,,,
-22.444773,-44.253113,0.18942618,28.977960205078148,,,,,,,,,,,,,,,,,,,,,,
-37.07728,-30.435684,0,23.326013183593773,,,,,,,,,,,,,,,,,,,,,,
-23.978218,-74.87552,0,25.282312011718773,,,,,,,,,,,,,,,,,,,,,,
-0.14122179,-42.012447,0,33.7639099121094,,,,,,,,,,,,,,,,,,,,,,
-10.938648,-46.493774,0.095688134,31.044610595703148,,,,,,,,,,,,,,,,,,,,,,
-48.15719,-50.975105,0,17.088647460937523,,,,,,,,,,,,,,,,,,,,,,
4.0988297,-61.804977,0.21260203,25.362054443359398,,,,,,,,,,,,,,,,,,,,,,
-50.74406,-56.576763,0,14.442041015625023,,,,,,,,,,,,,,,,,,,,,,
-28.3739,-24.46058,0,30.932885742187523,,,,,,,,,,,,,,,,,,,,,,
-54.916687,-24.46058,0,6.816796875000023,,,,,,,,,,,,,,,,,,,,,,
-28.694414,-21.846474,0,30.726525878906273,,,,,,,,,,,,,,,,,,,,,,
-54.916687,-72.26141,0,13.906396484375023,,,,,,,,,,,,,,,,,,,,,,
-24.906843,-75.622406,0,25.277825927734398,,,,,,,,,,,,,,,,,,,,,,
-44.501,-33.423237,0,15.080316162109398,,,,,,,,,,,,,,,,,,,,,,
-35.680595,-23.713694,0,23.480065917968773,,,,,,,,,,,,,,,,,,,,,,
-54.916687,-84.9585,0,12.439904785156273,,,,,,,,,,,,,,,,,,,,,,
4.9487443,-62.55187,0.3284317,22.334100341796898,,,,,,,,,,,,,,,,,,,,,,
-17.049429,-24.087137,0,31.682489013671898,,,,,,,,,,,,,,,,,,,,,,
-22.7501,-45.373444,0.21869588,25.594537353515648,,,,,,,,,,,,,,,,,,,,,,
-12.379867,-46.493774,0.17661309,31.541162109375023,,,,,,,,,,,,,,,,,,,,,,
-50.303333,-55.08299,0,13.822534179687523,,,,,,,,,,,,,,,,,,,,,,
-39.950367,-52.46888,0,23.676721191406273,,,,,,,,,,,,,,,,,,,,,,
-54.43256,-55.829876,0,12.023095703125023,,,,,,,,,,,,,,,,,,,,,,
-32.28808,-72.63486,0,24.035272216796898,,,,,,,,,,,,,,,,,,,,,,
-25.529726,-23.340248,0,31.939874267578148,,,,,,,,,,,,,,,,,,,,,,
-10.364119,-47.240665,0.108331025,32.16121826171877,,,,,,,,,,,,,,,,,,,,,,
-45.693314,-34.170124,0,15.358636474609398,,,,,,,,,,,,,,,,,,,,,,
10.364119,-40.518673,0,32.04485473632815,,,,,,,,,,,,,,,,,,,,,,
-45.293133,-81.59751,0,17.862542724609398,,,,,,,,,,,,,,,,,,,,,,
-52.549908,-37.53112,0,8.008081054687523,,,,,,,,,,,,,,,,,,,,,,
-11.802501,-63.298756,0.17065537,27.502770996093773,,,,,,,,,,,,,,,,,,,,,,
8.360933,-36.784233,0,32.33559570312502,,,,,,,,,,,,,,,,,,,,,,
-35.680595,-67.40664,0.05806762,29.795404052734398,,,,,,,,,,,,,,,,,,,,,,
-41.80753,-78.609955,0,21.305474853515648,,,,,,,,,,,,,,,,,,,,,,
-39.58492,-49.85477,0,26.210900878906273,,,,,,,,,,,,,,,,,,,,,,
-28.694414,-66.28631,0.12802921,28.591455078125023,,,,,,,,,,,,,,,,,,,,,,
-23.978218,-21.099585,0,32.43386230468752,,,,,,,,,,,,,,,,,,,,,,
-31.955841,-75.99585,0,25.313989257812523,,,,,,,,,,,,,,,,,,,,,,
10.651252,-40.14523,0,32.09810791015627,,,,,,,,,,,,,,,,,,,,,,
-4.6653304,-66.65975,0.47898862,25.755548095703148,,,,,,,,,,,,,,,,,,,,,,
-34.64869,-25.954357,0,24.358758544921898,,,,,,,,,,,,,,,,,,,,,,
-52.549908,-50.975105,0,11.711724853515648,,,,,,,,,,,,,,,,,,,,,,
-20.024717,-40.518673,0.23608877,27.507958984375023,,,,,,,,,,,,,,,,,,,,,,
-25.842354,-66.65975,0.042955447,12.798120117187523,,,,,,,,,,,,,,,,,,,,,,
-41.80753,-56.950207,0,18.393182373046898,,,,,,,,,,,,,,,,,,,,,,
-40.6871,-26.701244,0,20.675561523437523,,,,,,,,,,,,,,,,,,,,,,
