lat/lng,soil_moisture_01,surface_temperature_01,soil_moisture_02,surface_temperature_02,soil_moisture_03,surface_temperature_03,soil_moisture_04,surface_temperature_04,soil_moisture_05,surface_temperature_05,soil_moisture_06,surface_temperature_06,soil_moisture_07,surface_temperature_07,soil_moisture_08,surface_temperature_08,soil_moisture_09,surface_temperature_09,soil_moisture_10,surface_temperature_10,soil_moisture_11,surface_temperature_11,soil_moisture_12,surface_temperature_12
"-19.126749,-71.141075",-9999.0,,301.85132,,,,,,,,,,,,,,,,,,,,,,,
"-49.433758,-78.609955",-9999.0,,288.86075,,,,,,,,,,,,,,,,,,,,,,,
"-47.32334,-52.095436",-9999.0,,292.3916,,,,,,,,,,,,,,,,,,,,,,,
"-44.89572,-31.92946",-9999.0,,288.1507,,,,,,,,,,,,,,,,,,,,,,,
"-53.48089,-79.35685",-9999.0,,286.28143,,,,,,,,,,,,,,,,,,,,,,,
"-18.233519,-48.73444",0.25298178,,303.24326,,,,,,,,,,,,,,,,,,,,,,,
"2.1187947,-43.506226",-9999.0,,306.74545,,,,,,,,,,,,,,,,,,,,,,,
"-30.638416,-26.3278",-9999.0,,302.00266,,,,,,,,,,,,,,,,,,,,,,,
"-33.967724,-51.34855",-9999.0,,302.57156,,,,,,,,,,,,,,,,,,,,,,,
"-17.049429,-45.746887",0.11926794,,304.41602,,,,,,,,,,,,,,,,,,,,,,,
"3.5327194,-43.132782",-9999.0,,306.6322,,,,,,,,,,,,,,,,,,,,,,,
"-2.1187947,-69.6473",0.507692,,298.2142,,,,,,,,,,,,,,,,,,,,,,,
"-17.640526,-47.987553",0.16346724,,302.2719,,,,,,,,,,,,,,,,,,,,,,,
"-7.2208962,-45.746887",0.15406524,,306.61395,,,,,,,,,,,,,,,,,,,,,,,
"-28.054333,-24.46058",-9999.0,,304.201,,,,,,,,,,,,,,,,,,,,,,,
"8.646433,-65.912865",0.12112031,,306.30524,,,,,,,,,,,,,,,,,,,,,,,
"-37.785137,-77.86307",-9999.0,,297.39572,,,,,,,,,,,,,,,,,,,,,,,
"-6.0836515,-44.626556",0.22264686,,305.65833,,,,,,,,,,,,,,,,,,,,,,,
"-18.233519,-23.340248",-9999.0,,305.03387,,,,,,,,,,,,,,,,,,,,,,,
"-31.294872,-72.63486",-9999.0,,297.30185,,,,,,,,,,,,,,,,,,,,,,,
"-28.3739,-24.087137",-9999.0,,303.9409,,,,,,,,,,,,,,,,,,,,,,,
"-40.317745,-77.86307",-9999.0,,295.6057,,,,,,,,,,,,,,,,,,,,,,,
"-35.680595,-75.24896",-9999.0,,297.41675,,,,,,,,,,,,,,,,,,,,,,,
"-13.248274,-47.61411",0.12994386,,305.29288,,,,,,,,,,,,,,,,,,,,,,,
"-2.4014523,-45.0",0.28537223,,304.89987,,,,,,,,,,,,,,,,,,,,,,,
"-37.07728,-26.3278",-9999.0,,295.72556,,,,,,,,,,,,,,,,,,,,,,,
"-2.4014523,-43.87967",-9999.0,,307.23163,,,,,,,,,,,,,,,,,,,,,,,
"-33.29207,-26.3278",-9999.0,,298.96863,,,,,,,,,,,,,,,,,,,,,,,
"3.2497935,-65.912865",0.3092792,,297.73706,,,,,,,,,,,,,,,,,,,,,,,
"-10.651252,-47.240665",0.0933404,,304.93887,,,,,,,,,,,,,,,,,,,,,,,
"-43.332268,-56.20332",-9999.0,,293.7635,,,,,,,,,,,,,,,,,,,,,,,
"-52.091694,-53.215767",-9999.0,,286.04572,,,,,,,,,,,,,,,,,,,,,,,
"-47.738617,-83.46473",-9999.0,,288.60287,,,,,,,,,,,,,,,,,,,,,,,
"-27.417961,-73.381744",-9999.0,,297.4974,,,,,,,,,,,,,,,,,,,,,,,
"-48.579163,-78.23651",-9999.0,,289.74393,,,,,,,,,,,,,,,,,,,,,,,
"-38.14157,-77.489624",-9999.0,,297.21448,,,,,,,,,,,,,,,,,,,,,,,
"-9.504226,-45.373444",0.0834173,,305.52185,,,,,,,,,,,,,,,,,,,,,,,
"-32.956165,-25.207468",-9999.0,,299.48257,,,,,,,,,,,,,,,,,,,,,,,
"-48.15719,-55.08299",-9999.0,,288.08502,,,,,,,,,,,,,,,,,,,,,,,
"-44.501,-53.58921",-9999.0,,295.4126,,,,,,,,,,,,,,,,,,,,,,,
"-46.09634,-53.215767",-9999.0,,293.89178,,,,,,,,,,,,,,,,,,,,,,,
"5.5159335,-42.38589",-9999.0,,306.40732,,,,,,,,,,,,,,,,,,,,,,,
"-12.091032,-44.626556",0.1120583,,306.75415,,,,,,,,,,,,,,,,,,,,,,,
"5.2322764,-43.87967",-9999.0,,306.3284,,,,,,,,,,,,,,,,,,,,,,,
"9.504226,-42.759335",-9999.0,,305.2325,,,,,,,,,,,,,,,,,,,,,,,
"-41.80753,-75.24896",-9999.0,,295.2955,,,,,,,,,,,,,,,,,,,,,,,
"-40.6871,-50.975105",-9999.0,,298.63214,,,,,,,,,,,,,,,,,,,,,,,
"-29.01589,-74.12863",-9999.0,,297.69623,,,,,,,,,,,,,,,,,,,,,,,
"-42.185303,-27.448133",-9999.0,,291.7655,,,,,,,,,,,,,,,,,,,,,,,
"-27.417961,-47.61411",-9999.0,,304.75168,,,,,,,,,,,,,,,,,,,,,,,
"9.790613,-40.892117",-9999.0,,305.26154,,,,,,,,,,,,,,,,,,,,,,,
"-35.680595,-53.58921",-9999.0,,301.2625,,,,,,,,,,,,,,,,,,,,,,,
"-52.549908,-57.697094",-9999.0,,287.22992,,,,,,,,,,,,,,,,,,,,,,,
"-48.579163,-57.697094",-9999.0,,288.04004,,,,,,,,,,,,,,,,,,,,,,,
"2.966945,-68.90041",0.45195287,,298.3291,,,,,,,,,,,,,,,,,,,,,,,
"-31.955841,-48.73444",-9999.0,,303.39352,,,,,,,,,,,,,,,,,,,,,,,
"-14.70247,-69.6473",0.28593323,,283.32858,,,,,,,,,,,,,,,,,,,,,,,
"-12.958479,-69.6473",0.47700477,,297.99094,,,,,,,,,,,,,,,,,,,,,,,
"-16.754568,-23.713694",-9999.0,,304.6782,,,,,,,,,,,,,,,,,,,,,,,
"-46.09634,-55.08299",-9999.0,,292.9829,,,,,,,,,,,,,,,,,,,,,,,
"-37.07728,-49.85477",-9999.0,,300.42294,,,,,,,,,,,,,,,,,,,,,,,
"-45.693314,-77.489624",-9999.0,,291.93283,,,,,,,,,,,,,,,,,,,,,,,
"-21.229897,-24.46058",-9999.0,,305.72952,,,,,,,,,,,,,,,,,,,,,,,
"-31.955841,-49.85477",-9999.0,,303.17752,,,,,,,,,,,,,,,,,,,,,,,
"-49.00465,-82.71784",-9999.0,,287.925,,,,,,,,,,,,,,,,,,,,,,,
"-17.640526,-45.746887",0.16624287,,303.2904,,,,,,,,,,,,,,,,,,,,,,,
"-36.027473,-25.580914",-9999.0,,296.28983,,,,,,,,,,,,,,,,,,,,,,,
"-40.317745,-54.709545",-9999.0,,295.3677,,,,,,,,,,,,,,,,,,,,,,,
"-29.9863,-27.448133",-9999.0,,303.05365,,,,,,,,,,,,,,,,,,,,,,,
"8.932143,-41.639004",-9999.0,,305.33905,,,,,,,,,,,,,,,,,,,,,,,
"-54.916687,-54.709545",-9999.0,,284.17044,,,,,,,,,,,,,,,,,,,,,,,
"-51.18893,-53.58921",-9999.0,,286.1034,,,,,,,,,,,,,,,,,,,,,,,
"-16.460152,-73.381744",-9999.0,,303.2815,,,,,,,,,,,,,,,,,,,,,,,
"-47.738617,-81.22407",-9999.0,,289.1786,,,,,,,,,,,,,,,,,,,,,,,
"-6.0836515,-70.020744",0.2734308,,298.6759,,,,,,,,,,,,,,,,,,,,,,,
"-34.991234,-50.228214",-9999.0,,301.86176,,,,,,,,,,,,,,,,,,,,,,,
"-37.785137,-51.34855",-9999.0,,300.0746,,,,,,,,,,,,,,,,,,,,,,,
"-52.549908,-37.157677",-9999.0,,281.17624,,,,,,,,,,,,,,,,,,,,,,,
"-12.958479,-69.27386",0.39293665,,298.07806,,,,,,,,,,,,,,,,,,,,,,,
"-38.14157,-25.954357",-9999.0,,295.00317,,,,,,,,,,,,,,,,,,,,,,,
"-19.42553,-46.867218",0.31242046,,300.83185,,,,,,,,,,,,,,,,,,,,,,,
"-47.738617,-31.556017",-9999.0,,285.31613,,,,,,,,,,,,,,,,,,,,,,,
"-23.978218,-48.360996",0.21882364,,298.65533,,,,,,,,,,,,,,,,,,,,,,,
"-45.693314,-83.091286",-9999.0,,290.62476,,,,,,,,,,,,,,,,,,,,,,,
"-25.217896,-49.107883",0.43933553,,295.592,,,,,,,,,,,,,,,,,,,,,,,
"-21.229897,-72.26141",-9999.0,,300.8337,,,,,,,,,,,,,,,,,,,,,,,
"9.218072,-43.132782",-9999.0,,305.09897,,,,,,,,,,,,,,,,,,,,,,,
"-53.012913,-37.53112",-9999.0,,280.9838,,,,,,,,,,,,,,,,,,,,,,,
"-44.89572,-83.091286",-9999.0,,291.1168,,,,,,,,,,,,,,,,,,,,,,,
"-49.00465,-28.941908",-9999.0,,285.2333,,,,,,,,,,,,,,,,,,,,,,,
"-30.966091,-49.107883",-9999.0,,304.1646,,,,,,,,,,,,,,,,,,,,,,,
"-42.185303,-55.08299",-9999.0,,294.1022,,,,,,,,,,,,,,,,,,,,,,,
"-53.954033,-82.71784",-9999.0,,285.9615,,,,,,,,,,,,,,,,,,,,,,,
"-27.417961,-74.502075",-9999.0,,297.9,,,,,,,,,,,,,,,,,,,,,,,
"-34.991234,-49.85477",-9999.0,,301.6819,,,,,,,,,,,,,,,,,,,,,,,
"-53.012913,-35.290455",-9999.0,,281.12,,,,,,,,,,,,,,,,,,,,,,,
"-28.3739,-23.340248",-9999.0,,303.8473,,,,,,,,,,,,,,,,,,,,,,,
"-13.828882,-69.6473",0.3471822,,289.84607,,,,,,,,,,,,,,,,,,,,,,,
"4.0988297,-67.40664",0.3591221,,298.64096,,,,,,,,,,,,,,,,,,,,,,,
"-32.28808,-77.86307",-9999.0,,299.26212,,,,,,,,,,,,,,,,,,,,,,,
"-49.00465,-28.19502",-9999.0,,284.60123,,,,,,,,,,,,,,,,,,,,,,,
"-46.502296,-56.950207",-9999.0,,291.6873,,,,,,,,,,,,,,,,,,,,,,,
"-50.303333,-61.05809",-9999.0,,289.18723,,,,,,,,,,,,,,,,,,,,,,,
"-30.311827,-77.11618",-9999.0,,299.27643,,,,,,,,,,,,,,,,,,,,,,,
"-54.43256,-82.71784",-9999.0,,285.8437,,,,,,,,,,,,,,,,,,,,,,,
"10.938648,-41.26556",-9999.0,,305.05768,,,,,,,,,,,,,,,,,,,,,,,
"-44.501,-51.721992",-9999.0,,295.43634,,,,,,,,,,,,,,,,,,,,,,,
"-47.738617,-80.47718",-9999.0,,289.231,,,,,,,,,,,,,,,,,,,,,,,
"-18.530754,-46.12033",0.25482374,,301.02798,,,,,,,,,,,,,,,,,,,,,,,
"0.4236687,-42.38589",-9999.0,,306.859,,,,,,,,,,,,,,,,,,,,,,,
"-30.966091,-76.74274",-9999.0,,299.1359,,,,,,,,,,,,,,,,,,,,,,,
"-15.286747,-70.020744",0.122837804,,286.63242,,,,,,,,,,,,,,,,,,,,,,,
"-24.28702,-73.75519",-9999.0,,298.58038,,,,,,,,,,,,,,,,,,,,,,,
"-17.640526,-20.726141",-9999.0,,304.16232,,,,,,,,,,,,,,,,,,,,,,,
"-38.14157,-53.58921",-9999.0,,296.7592,,,,,,,,,,,,,,,,,,,,,,,
"-44.501,-28.941908",-9999.0,,287.39502,,,,,,,,,,,,,,,,,,,,,,,
"-18.828493,-73.75519",-9999.0,,301.32626,,,,,,,,,,,,,,,,,,,,,,,
"-12.958479,-70.39419",0.45213738,,297.83807,,,,,,,,,,,,,,,,,,,,,,,
"-20.024717,-47.61411",0.28215268,,302.31973,,,,,,,,,,,,,,,,,,,,,,,
"-16.166172,-21.846474",-9999.0,,304.26035,,,,,,,,,,,,,,,,,,,,,,,
"-1.8361874,-69.6473",0.37807068,,298.2044,,,,,,,,,,,,,,,,,,,,,,,
"-1.2710963,-20.352697",-9999.0,,305.50858,,,,,,,,,,,,,,,,,,,,,,,
"-53.48089,-83.46473",-9999.0,,286.03915,,,,,,,,,,,,,,,,,,,,,,,
"-25.529726,-49.481327",0.36005303,,300.22693,,,,,,,,,,,,,,,,,,,,,,,
"5.2322764,-42.759335",-9999.0,,306.45874,,,,,,,,,,,,,,,,,,,,,,,
"-20.024717,-73.0083",-9999.0,,301.32297,,,,,,,,,,,,,,,,,,,,,,,
"-3.2497935,-21.099585",-9999.0,,306.06345,,,,,,,,,,,,,,,,,,,,,,,
"-0.14122179,-43.132782",-9999.0,,307.03235,,,,,,,,,,,,,,,,,,,,,,,
"-53.48089,-84.21162",-9999.0,,285.94702,,,,,,,,,,,,,,,,,,,,,,,
"-51.63809,-57.32365",-9999.0,,289.08514,,,,,,,,,,,,,,,,,,,,,,,
"-36.027473,-27.821577",-9999.0,,296.72177,,,,,,,,,,,,,,,,,,,,,,,
"-50.74406,-36.037346",-9999.0,,283.65375,,,,,,,,,,,,,,,,,,,,,,,
"-37.785137,-78.23651",-9999.0,,297.33014,,,,,,,,,,,,,,,,,,,,,,,
"-44.501,-81.970955",-9999.0,,291.7258,,,,,,,,,,,,,,,,,,,,,,,
"-32.956165,-50.975105",-9999.0,,302.3012,,,,,,,,,,,,,,,,,,,,,,,
"-45.293133,-31.182573",-9999.0,,288.90994,,,,,,,,,,,,,,,,,,,,,,,
"-38.859642,-79.35685",-9999.0,,296.07193,,,,,,,,,,,,,,,,,,,,,,,
"-17.640526,-24.46058",-9999.0,,305.14526,,,,,,,,,,,,,,,,,,,,,,,
"-44.89572,-51.721992",-9999.0,,294.80255,,,,,,,,,,,,,,,,,,,,,,,
"-16.166172,-45.373444",0.10550422,,305.4636,,,,,,,,,,,,,,,,,,,,,,,
"-40.6871,-27.821577",-9999.0,,293.6289,,,,,,,,,,,,,,,,,,,,,,,
"-44.501,-29.315353",-9999.0,,287.44904,,,,,,,,,,,,,,,,,,,,,,,
"-43.332268,-80.10374",-9999.0,,292.83813,,,,,,,,,,,,,,,,,,,,,,,
"-55.40666,-58.070538",-9999.0,,284.66376,,,,,,,,,,,,,,,,,,,,,,,
"6.0836515,-40.892117",-9999.0,,306.20703,,,,,,,,,,,,,,,,,,,,,,,
"-44.89572,-79.35685",-9999.0,,291.6254,,,,,,,,,,,,,,,,,,,,,,,
"3.5327194,-41.639004",-9999.0,,306.55905,,,,,,,,,,,,,,,,,,,,,,,
"-26.470053,-23.713694",-9999.0,,304.9477,,,,,,,,,,,,,,,,,,,,,,,
"-3.5327194,-68.15353",0.5070294,,298.77576,,,,,,,,,,,,,,,,,,,,,,,
"-28.694414,-51.34855",0.3495274,,298.37335,,,,,,,,,,,,,,,,,,,,,,,
"-12.379867,-22.219917",-9999.0,,304.82507,,,,,,,,,,,,,,,,,,,,,,,
"-11.802501,-71.88797",0.2750617,,297.74796,,,,,,,,,,,,,,,,,,,,,,,
"-13.538405,-72.26141",0.19875085,,287.49646,,,,,,,,,,,,,,,,,,,,,,,
"-12.958479,-72.26141",0.21054533,,286.72195,,,,,,,,,,,,,,,,,,,,,,,
"3.2497935,-67.78008",0.448284,,298.68054,,,,,,,,,,,,,,,,,,,,,,,
"-40.6871,-52.842323",-9999.0,,297.06137,,,,,,,,,,,,,,,,,,,,,,,
"-52.549908,-37.904564",-9999.0,,281.16364,,,,,,,,,,,,,,,,,,,,,,,
"-17.93678,-46.12033",0.17636731,,302.6326,,,,,,,,,,,,,,,,,,,,,,,
"-38.499725,-76.74274",-9999.0,,297.00546,,,,,,,,,,,,,,,,,,,,,,,
"-37.785137,-49.85477",-9999.0,,299.9087,,,,,,,,,,,,,,,,,,,,,,,
"-41.431942,-25.580914",-9999.0,,292.63666,,,,,,,,,,,,,,,,,,,,,,,
"-28.694414,-24.834024",-9999.0,,303.92346,,,,,,,,,,,,,,,,,,,,,,,
"-24.906843,-22.219917",-9999.0,,305.22223,,,,,,,,,,,,,,,,,,,,,,,
"-39.58492,-29.315353",-9999.0,,294.56088,,,,,,,,,,,,,,,,,,,,,,,
"-54.916687,-61.05809",-9999.0,,285.15018,,,,,,,,,,,,,,,,,,,,,,,
"-44.89572,-82.71784",-9999.0,,291.152,,,,,,,,,,,,,,,,,,,,,,,
"11.514265,-64.792534",-9999.0,,304.62875,,,,,,,,,,,,,,,,,,,,,,,
"-46.911266,-58.070538",-9999.0,,290.24963,,,,,,,,,,,,,,,,,,,,,,,
"-4.0988297,-69.27386",0.5105117,,299.51212,,,,,,,,,,,,,,,,,,,,,,,
"-23.36277,-75.24896",-9999.0,,298.53027,,,,,,,,,,,,,,,,,,,,,,,
"-9.790613,-21.473028",-9999.0,,305.13977,,,,,,,,,,,,,,,,,,,,,,,
"-13.828882,-47.61411",0.18881927,,303.19287,,,,,,,,,,,,,,,,,,,,,,,
"-46.09634,-54.709545",-9999.0,,293.1682,,,,,,,,,,,,,,,,,,,,,,,
"-22.140102,-25.580914",-9999.0,,305.93604,,,,,,,,,,,,,,,,,,,,,,,
"-53.012913,-36.41079",-9999.0,,280.71548,,,,,,,,,,,,,,,,,,,,,,,
"-47.32334,-33.79668",-9999.0,,287.10153,,,,,,,,,,,,,,,,,,,,,,,
"9.790613,-65.16598",0.3128257,,306.507,,,,,,,,,,,,,,,,,,,,,,,
"11.226317,-66.65975",-9999.0,,304.53055,,,,,,,,,,,,,,,,,,,,,,,
"-8.646433,-43.87967",0.091221765,,308.23584,,,,,,,,,,,,,,,,,,,,,,,
"-38.499725,-75.24896",-9999.0,,296.68192,,,,,,,,,,,,,,,,,,,,,,,
"-53.954033,-59.564316",-9999.0,,285.33395,,,,,,,,,,,,,,,,,,,,,,,
"-23.67014,-23.340248",-9999.0,,305.61462,,,,,,,,,,,,,,,,,,,,,,,
"8.646433,-42.759335",-9999.0,,305.14935,,,,,,,,,,,,,,,,,,,,,,,
"-30.638416,-73.0083",-9999.0,,297.4263,,,,,,,,,,,,,,,,,,,,,,,
"-22.7501,-74.502075",-9999.0,,298.8964,,,,,,,,,,,,,,,,,,,,,,,
"-36.72578,-53.58921",-9999.0,,297.80313,,,,,,,,,,,,,,,,,,,,,,,
"-53.012913,-81.22407",-9999.0,,286.28854,,,,,,,,,,,,,,,,,,,,,,,
"-49.86661,-83.46473",-9999.0,,287.40106,,,,,,,,,,,,,,,,,,,,,,,
"-38.859642,-53.215767",-9999.0,,296.693,,,,,,,,,,,,,,,,,,,,,,,
"-43.71934,-27.448133",-9999.0,,290.28763,,,,,,,,,,,,,,,,,,,,,,,
"5.799723,-42.759335",-9999.0,,306.25403,,,,,,,,,,,,,,,,,,,,,,,
"-39.22136,-50.601658",-9999.0,,299.26312,,,,,,,,,,,,,,,,,,,,,,,
"-17.93678,-22.59336",-9999.0,,304.78125,,,,,,,,,,,,,,,,,,,,,,,
"-26.15579,-25.954357",-9999.0,,305.29022,,,,,,,,,,,,,,,,,,,,,,,
"-47.738617,-77.489624",-9999.0,,290.61047,,,,,,,,,,,,,,,,,,,,,,,
"-34.991234,-28.19502",-9999.0,,297.6527,,,,,,,,,,,,,,,,,,,,,,,
"-23.67014,-46.493774",0.19896455,,299.55728,,,,,,,,,,,,,,,,,,,,,,,
"-38.14157,-53.215767",-9999.0,,297.57056,,,,,,,,,,,,,,,,,,,,,,,
"-50.74406,-81.59751",-9999.0,,287.322,,,,,,,,,,,,,,,,,,,,,,,
"6.6519537,-42.012447",-9999.0,,305.91782,,,,,,,,,,,,,,,,,,,,,,,
"-18.530754,-21.846474",-9999.0,,304.85974,,,,,,,,,,,,,,,,,,,,,,,
"8.075637,-42.012447",-9999.0,,305.3298,,,,,,,,,,,,,,,,,,,,,,,
"-32.956165,-26.3278",-9999.0,,299.46625,,,,,,,,,,,,,,,,,,,,,,,
"-10.077242,-21.846474",-9999.0,,305.08508,,,,,,,,,,,,,,,,,,,,,,,
"-53.954033,-78.23651",-9999.0,,286.0795,,,,,,,,,,,,,,,,,,,,,,,
"-52.091694,-32.302906",-9999.0,,280.67453,,,,,,,,,,,,,,,,,,,,,,,
"-38.14157,-29.688797",-9999.0,,295.74185,,,,,,,,,,,,,,,,,,,,,,,
"-53.012913,-28.941908",-9999.0,,279.84604,,,,,,,,,,,,,,,,,,,,,,,
