latitude,longitude,soil_moisture_01,surface_temperature_01,soil_moisture_02,surface_temperature_02,soil_moisture_03,surface_temperature_03,soil_moisture_04,surface_temperature_04,soil_moisture_05,surface_temperature_05,soil_moisture_06,surface_temperature_06,soil_moisture_07,surface_temperature_07,soil_moisture_08,surface_temperature_08,soil_moisture_09,surface_temperature_09,soil_moisture_10,surface_temperature_10,soil_moisture_11,surface_temperature_11,soil_moisture_12,surface_temperature_12
-29.9863,-26.3278,-9999.0,,303.04303,,,,,,,,,,,,,,,,,,,,,,,
-3.2497935,-67.40664,0.5130067,,298.73898,,,,,,,,,,,,,,,,,,,,,,,
-0.9885993,-69.27386,0.5017328,,298.31516,,,,,,,,,,,,,,,,,,,,,,,
10.651252,-33.423237,-9999.0,,304.9002,,,,,,,,,,,,,,,,,,,,,,,
-42.94761,-52.842323,-9999.0,,296.5169,,,,,,,,,,,,,,,,,,,,,,,
-29.661814,-77.11618,-9999.0,,299.09677,,,,,,,,,,,,,,,,,,,,,,,
-54.43256,-22.59336,-9999.0,,280.41708,,,,,,,,,,,,,,,,,,,,,,,
-33.29207,-28.941908,-9999.0,,298.95352,,,,,,,,,,,,,,,,,,,,,,,
-48.579163,-57.32365,-9999.0,,288.02332,,,,,,,,,,,,,,,,,,,,,,,
-0.14122179,-43.506226,-9999.0,,307.05222,,,,,,,,,,,,,,,,,,,,,,,
-25.842354,-46.12033,-9999.0,,305.5154,,,,,,,,,,,,,,,,,,,,,,,
-52.549908,-48.73444,-9999.0,,284.1176,,,,,,,,,,,,,,,,,,,,,,,
-39.22136,-78.983406,-9999.0,,295.88394,,,,,,,,,,,,,,,,,,,,,,,
-48.579163,-26.3278,-9999.0,,283.6603,,,,,,,,,,,,,,,,,,,,,,,
-32.62151,-20.726141,-9999.0,,299.83856,,,,,,,,,,,,,,,,,,,,,,,
3.5327194,-43.506226,-9999.0,,306.67285,,,,,,,,,,,,,,,,,,,,,,,
7.790537,-64.04565,0.17633174,,307.56964,,,,,,,,,,,,,,,,,,,,,,,
11.226317,-62.55187,-9999.0,,304.85037,,,,,,,,,,,,,,,,,,,,,,,
-51.18893,-47.61411,-9999.0,,283.46466,,,,,,,,,,,,,,,,,,,,,,,
-45.293133,-25.207468,-9999.0,,287.55014,,,,,,,,,,,,,,,,,,,,,,,
-54.43256,-25.954357,-9999.0,,279.82227,,,,,,,,,,,,,,,,,,,,,,,
-44.501,-82.3444,-9999.0,,291.66443,,,,,,,,,,,,,,,,,,,,,,,
-30.638416,-74.87552,-9999.0,,298.00687,,,,,,,,,,,,,,,,,,,,,,,
-39.950367,-20.726141,-9999.0,,293.23825,,,,,,,,,,,,,,,,,,,,,,,
-29.33835,-72.26141,-9999.0,,296.94153,,,,,,,,,,,,,,,,,,,,,,,
-51.18893,-31.182573,-9999.0,,281.82874,,,,,,,,,,,,,,,,,,,,,,,
-25.842354,-74.87552,-9999.0,,298.20972,,,,,,,,,,,,,,,,,,,,,,,
-18.828493,-64.04565,0.30199426,,294.71027,,,,,,,,,,,,,,,,,,,,,,,
-33.629246,-73.75519,-9999.0,,297.37692,,,,,,,,,,,,,,,,,,,,,,,
-25.529726,-45.373444,-9999.0,,305.377,,,,,,,,,,,,,,,,,,,,,,,
-43.71934,-23.713694,-9999.0,,289.36246,,,,,,,,,,,,,,,,,,,,,,,
3.2497935,-42.38589,-9999.0,,306.61673,,,,,,,,,,,,,,,,,,,,,,,
6.0836515,-59.93776,0.39205137,,297.41837,,,,,,,,,,,,,,,,,,,,,,,
-12.669013,-20.352697,-9999.0,,304.2536,,,,,,,,,,,,,,,,,,,,,,,
-18.530754,-21.846474,-9999.0,,304.85974,,,,,,,,,,,,,,,,,,,,,,,
-20.927721,-49.481327,0.14206453,,302.64713,,,,,,,,,,,,,,,,,,,,,,,
-19.72485,-21.099585,-9999.0,,304.98395,,,,,,,,,,,,,,,,,,,,,,,
-9.218072,-70.39419,0.30216253,,298.4595,,,,,,,,,,,,,,,,,,,,,,,
-39.58492,-72.63486,0.33384812,,289.22076,,,,,,,,,,,,,,,,,,,,,,,
-29.9863,-50.975105,0.3901657,,302.47318,,,,,,,,,,,,,,,,,,,,,,,
-26.785158,-67.78008,0.07400121,,288.25546,,,,,,,,,,,,,,,,,,,,,,,
3.8157291,-68.15353,0.5139414,,298.4848,,,,,,,,,,,,,,,,,,,,,,,
-52.091694,-51.34855,-9999.0,,285.30896,,,,,,,,,,,,,,,,,,,,,,,
-16.754568,-45.373444,0.099355765,,304.82074,,,,,,,,,,,,,,,,,,,,,,,
-30.638416,-21.099585,-9999.0,,301.7292,,,,,,,,,,,,,,,,,,,,,,,
-28.694414,-27.448133,-9999.0,,303.84256,,,,,,,,,,,,,,,,,,,,,,,
-11.514265,-22.966805,-9999.0,,305.06946,,,,,,,,,,,,,,,,,,,,,,,
0.9885993,-85.33195,-9999.0,,306.63995,,,,,,,,,,,,,,,,,,,,,,,
-55.40666,-25.954357,-9999.0,,279.92285,,,,,,,,,,,,,,,,,,,,,,,
-33.967724,-77.86307,-9999.0,,298.8588,,,,,,,,,,,,,,,,,,,,,,,
