latitude,longitude,soil_moisture_01, soil_mp,surface_temperature_01, suf_temp_mp,soil_moisture_02,surface_temperature_02,soil_moisture_03,surface_temperature_03,soil_moisture_04,surface_temperature_04,soil_moisture_05,surface_temperature_05,soil_moisture_06,surface_temperature_06,soil_moisture_07,surface_temperature_07,soil_moisture_08,surface_temperature_08,soil_moisture_09,surface_temperature_09,soil_moisture_10,surface_temperature_10,soil_moisture_11,surface_temperature_11,soil_moisture_12,surface_temperature_12
11.514265,-76.74274,0, 0,461.6516784667972, 14,,,,,,,,,,,,,,,,,,,,,,
11.514265,-76.36929,0, 0,461.43509521484407, 14,,,,,,,,,,,,,,,,,,,,,,
11.514265,-75.99585,0, 0,361.4780822753909, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-75.622406,0, 0,359.06093750000025, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-75.24896,0, 0,356.084802246094, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-74.87552,0, 0,353.54860839843775, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-74.502075,0, 0,350.2014099121096, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-74.12863,0, 0,344.00808105468775, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-73.75519,0, 0,374.2871582031253, 12,,,,,,,,,,,,,,,,,,,,,,
11.514265,-73.381744,0, 0,443.1113952636722, 14,,,,,,,,,,,,,,,,,,,,,,
11.514265,-73.0083,0, 0,360.00612792968775, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-72.63486,2.100459, 11,355.2169128417971, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-72.26141,1.3250338, 11,358.35598144531275, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-71.88797,0, 0,364.6494689941409, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-71.51453,0, 0,363.734948730469, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-71.141075,0, 0,363.53041992187525, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-70.76763,0, 0,358.71584472656275, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-70.39419,0, 0,498.2124938964847, 15,,,,,,,,,,,,,,,,,,,,,,
11.514265,-70.020744,0, 0,362.4867492675784, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-69.6473,0, 0,345.8704772949221, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-69.27386,0, 0,342.3647399902346, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-68.90041,0, 0,358.773522949219, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-68.52697,0, 0,361.62893066406275, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-68.15353,0, 0,361.3306213378909, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-67.78008,0, 0,361.5919738769534, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-67.40664,0, 0,492.59036254882847, 15,,,,,,,,,,,,,,,,,,,,,,
11.514265,-67.033195,0, 0,426.2006347656253, 13,,,,,,,,,,,,,,,,,,,,,,
11.514265,-52.095436,0, 0,461.6399902343753, 14,,,,,,,,,,,,,,,,,,,,,,
11.514265,-51.721992,0, 0,461.3591064453128, 14,,,,,,,,,,,,,,,,,,,,,,
11.514265,-51.34855,0, 0,362.28591308593775, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-50.975105,0, 0,361.860925292969, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-50.601658,0, 0,361.44106445312525, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-50.228214,0, 0,361.0435729980471, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-49.85477,0, 0,360.79763183593775, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-49.481327,0, 0,360.86123046875025, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-49.107883,0, 0,459.2725585937503, 14,,,,,,,,,,,,,,,,,,,,,,
11.514265,-48.73444,0, 0,492.50427246093784, 15,,,,,,,,,,,,,,,,,,,,,,
11.514265,-48.360996,0, 0,360.6887145996096, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-47.987553,0, 0,360.25832519531275, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-47.61411,0, 0,359.96340332031275, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-47.240665,0, 0,360.0233093261721, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-46.867218,0, 0,360.2498718261721, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-46.493774,0, 0,360.3796020507815, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-46.12033,0, 0,360.2995544433596, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-45.746887,0, 0,490.6284790039066, 15,,,,,,,,,,,,,,,,,,,,,,
11.514265,-45.373444,0, 0,359.4324279785159, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-45.0,0, 0,358.07302246093775, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-44.626556,0, 0,356.5698181152346, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-44.253113,0, 0,355.5210510253909, 11,,,,,,,,,,,,,,,,,,,,,,
11.514265,-43.87967,0, 0,354.86867675781275, 11,,,,,,,,,,,,,,,,,,,,,,
